match_id,batter,runs_batter,balls_faced
1082609,MC Henriques,9,16
1082609,MM Sharma,10,5
1082609,Mohammad Nabi,2,3
1082609,NV Ojha,34,20
1082609,Rashid Khan,6,1
1082609,S Dhawan,15,15
1082609,Sandeep Sharma,5,4
1082609,WP Saha,0,2
1082609,Yuvraj Singh,0,1
1082610,AJ Finch,19,15
1082610,AJ Tye,6,6
1082610,BB McCullum,72,44
1082610,Basil Thampi,0,1
1082610,CH Gayle,77,38
1082610,DR Smith,1,4
1082610,Ishan Kishan,39,16
1082610,KD Karthik,1,4
1082610,KM Jadhav,38,16
1082610,RA Jadeja,23,22
1082610,SK Raina,23,8
1082610,TM Head,30,16
1082610,V Kohli,64,50
1082611,AD Mathews,31,23
1082611,DA Warner,4,7
1082611,DJ Hooda,9,4
1082611,KK Nair,33,23
1082611,KS Williamson,89,51
1082611,MC Henriques,12,6
1082611,RR Pant,0,1
1082611,S Dhawan,70,50
1082611,SS Iyer,50,31
1082611,SV Samson,42,33
1082611,SW Billings,13,9
1082611,Yuvraj Singh,3,4
1082612,AR Patel,4,5
1082612,GJ Maxwell,40,18
1082612,HH Pandya,15,4
1082612,HM Amla,104,60
1082612,JC Buttler,77,37
1082612,MP Stoinis,1,3
1082612,N Rana,62,34
1082612,PA Patel,37,18
1082612,SE Marsh,26,21
1082612,WP Saha,11,15
1082613,AJ Finch,31,15
1082613,BB McCullum,33,17
1082613,DR Smith,5,4
1082613,G Gambhir,33,28
1082613,Ishan Kishan,4,11
1082613,JP Faulkner,4,2
1082613,KD Karthik,3,3
1082613,MK Pandey,24,21
1082613,RA Jadeja,19,13
1082613,RV Uthappa,72,48
1082613,SA Yadav,1,1
1082613,SK Raina,84,46
1082613,SP Narine,42,17
1082613,Shakib Al Hasan,1,1
1082613,YK Pathan,11,4
1082614,AP Tare,0,1
1082614,CH Morris,52,41
1082614,CJ Anderson,0,3
1082614,HH Pandya,24,23
1082614,Harbhajan Singh,2,2
1082614,JC Buttler,28,18
1082614,K Rabada,44,39
1082614,KA Pollard,26,29
1082614,KH Pandya,17,16
1082614,KK Nair,5,15
1082614,MG Johnson,7,3
1082614,MJ McClenaghan,1,1
1082614,N Rana,8,9
1082614,PA Patel,8,11
1082614,PJ Cummins,4,5
1082614,RG Sharma,5,9
1082614,RR Pant,0,3
1082614,SS Iyer,6,7
1082614,SV Samson,9,6
1082615,AM Rahane,2,7
1082615,BA Stokes,10,9
1082615,DA Warner,43,40
1082615,DJ Hooda,19,10
1082615,KS Williamson,21,14
1082615,MC Henriques,55,28
1082615,MK Tiwary,17,8
1082615,MS Dhoni,61,34
1082615,RA Tripathi,59,41
1082615,S Dhawan,30,29
1082615,SPD Smith,27,21
1082616,AD Nath,0,1
1082616,AJ Finch,13,12
1082616,AJ Tye,22,12
1082616,AR Patel,34,17
1082616,BB McCullum,6,6
1082616,Basil Thampi,11,10
1082616,DR Smith,4,4
1082616,GJ Maxwell,31,18
1082616,HM Amla,65,40
1082616,KD Karthik,58,44
1082616,M Vohra,2,4
1082616,MM Sharma,4,3
1082616,MP Stoinis,7,9
1082616,RA Jadeja,9,7
1082616,SE Marsh,30,24
1082616,SK Raina,32,24
1082616,WP Saha,10,5
1082617,AB de Villiers,8,6
1082617,C de Grandhomme,0,2
1082617,CH Gayle,7,17
1082617,CR Woakes,18,21
1082617,G Gambhir,14,11
1082617,KM Jadhav,9,7
1082617,Kuldeep Yadav,4,7
1082617,MK Pandey,15,16
1082617,Mandeep Singh,1,3
1082617,NM Coulter-Nile,2,3
1082617,P Negi,2,3
1082617,RV Uthappa,11,9
1082617,S Aravind,5,4
1082617,S Badree,0,3
1082617,SA Yadav,15,19
1082617,SP Narine,34,17
1082617,STR Binny,8,9
1082617,TS Mills,2,5
1082617,UT Yadav,2,4
1082617,V Kohli,0,1
1082617,YK Pathan,8,8
1082617,YS Chahal,0,2
1082618,AM Rahane,38,32
1082618,BA Stokes,17,12
1082618,DT Christian,8,7
1082618,HH Pandya,13,11
1082618,Harbhajan Singh,7,2
1082618,JC Buttler,17,13
1082618,KA Pollard,9,9
1082618,KV Sharma,11,10
1082618,MK Tiwary,22,13
1082618,MS Dhoni,7,11
1082618,N Rana,3,9
1082618,PA Patel,33,27
1082618,RA Tripathi,45,31
1082618,RG Sharma,58,39
1082618,SPD Smith,17,12
1082618,Washington Sundar,2,2
1082620,AM Rahane,46,41
1082620,DM Bravo,6,5
1082620,DT Christian,16,6
1082620,G Gambhir,62,46
1082620,MK Tiwary,1,2
1082620,MS Dhoni,23,11
1082620,RA Tripathi,38,23
1082620,RV Uthappa,87,47
1082620,SP Narine,16,11
1082620,SPD Smith,51,37
1082621,A Choudhary,15,12
1082621,AB de Villiers,5,11
1082621,AJ Finch,72,34
1082621,BB McCullum,3,6
1082621,CH Gayle,8,11
1082621,Ishan Kishan,16,11
1082621,KM Jadhav,31,18
1082621,Mandeep Singh,8,14
1082621,P Negi,32,19
1082621,RA Jadeja,2,4
1082621,S Aravind,9,16
1082621,S Badree,3,3
1082621,SK Raina,34,30
1082621,TM Head,0,1
1082621,V Kohli,10,13
1082621,YS Chahal,1,2
1082622,AR Bawne,12,12
1082622,CH Morris,11,10
1082622,CJ Anderson,2,5
1082622,G Gambhir,71,52
1082622,KK Nair,15,17
1082622,MK Pandey,5,4
1082622,RR Pant,6,4
1082622,RV Uthappa,59,33
1082622,SP Jackson,12,5
1082622,SP Narine,4,4
1082622,SS Iyer,47,34
1082622,SV Samson,60,38
1082623,AR Patel,16,9
1082623,Anureet Singh,15,12
1082623,DA Warner,51,27
1082623,EJG Morgan,26,21
1082623,GJ Maxwell,0,2
1082623,I Sharma,5,2
1082623,KS Williamson,54,27
1082623,M Vohra,3,6
1082623,MC Henriques,7,6
1082623,MJ Guptill,23,11
1082623,MM Sharma,2,4
1082623,S Dhawan,77,48
1082623,SE Marsh,84,50
1082623,WP Saha,2,4
1082623,Yuvraj Singh,15,12
1082624,AB de Villiers,3,8
1082624,AF Milne,5,8
1082624,AM Rahane,6,8
1082624,KM Jadhav,7,12
1082624,MK Tiwary,44,35
1082624,MS Dhoni,21,17
1082624,P Negi,3,7
1082624,RA Tripathi,37,28
1082624,S Aravind,8,5
1082624,S Badree,2,7
1082624,SPD Smith,45,32
1082624,STR Binny,1,7
1082624,Sachin Baby,2,4
1082624,TM Head,2,5
1082624,V Kohli,55,48
1082624,YS Chahal,4,9
1082625,AJ Finch,1,7
1082625,AJ Tye,25,12
1082625,Ankit Soni,7,2
1082625,BB McCullum,7,7
1082625,Basil Thampi,2,4
1082625,HH Pandya,4,5
1082625,Harbhajan Singh,0,1
1082625,IK Pathan,2,3
1082625,Ishan Kishan,48,35
1082625,JC Buttler,10,9
1082625,JJ Bumrah,0,1
1082625,JP Faulkner,21,27
1082625,KA Pollard,25,14
1082625,KD Karthik,2,8
1082625,KH Pandya,29,20
1082625,MJ McClenaghan,1,1
1082625,N Rana,19,16
1082625,PA Patel,70,44
1082625,RA Jadeja,28,21
1082625,RG Sharma,5,13
1082625,SK Raina,1,3
1082625,SL Malinga,0,1
1082626,A Mishra,4,9
1082626,CH Morris,2,5
1082626,CJ Anderson,18,25
1082626,HM Amla,16,20
1082626,K Rabada,11,20
1082626,KK Nair,11,10
1082626,MJ Guptill,50,27
1082626,Mohammed Shami,2,4
1082626,RR Pant,3,6
1082626,S Nadeem,0,1
1082626,SS Iyer,6,7
1082626,SV Samson,5,14
1082626,SW Billings,0,2
1082627,C de Grandhomme,18,15
1082627,CR Woakes,6,3
1082627,DA Warner,126,59
1082627,G Gambhir,11,11
1082627,KS Williamson,40,25
1082627,MK Pandey,39,29
1082627,RV Uthappa,53,28
1082627,S Dhawan,29,30
1082627,SP Jackson,16,17
1082627,SP Narine,1,4
1082627,YK Pathan,12,13
1082627,Yuvraj Singh,6,6
1082628,AB de Villiers,43,27
1082628,AF Milne,0,1
1082628,HH Pandya,14,9
1082628,JC Buttler,33,21
1082628,KA Pollard,17,13
1082628,KH Pandya,2,2
1082628,KM Jadhav,28,22
1082628,KV Sharma,9,8
1082628,Mandeep Singh,17,13
1082628,N Rana,27,28
1082628,P Negi,35,23
1082628,PA Patel,0,1
1082628,RG Sharma,56,37
1082628,SR Watson,3,5
1082628,TM Head,12,15
1082628,V Kohli,20,14
1082629,AJ Finch,13,6
1082629,AM Rahane,4,4
1082629,Ankit Soni,0,1
1082629,BA Stokes,103,63
1082629,BB McCullum,45,27
1082629,Basil Thampi,2,5
1082629,DR Smith,0,1
1082629,DT Christian,17,8
1082629,Ishan Kishan,31,24
1082629,JP Faulkner,6,7
1082629,KD Karthik,29,26
1082629,MK Tiwary,0,2
1082629,MS Dhoni,26,33
1082629,PJ Sangwan,1,2
1082629,RA Jadeja,19,12
1082629,RA Tripathi,6,7
1082629,SK Raina,8,8
1082629,SPD Smith,4,2
1082630,CH Morris,15,7
1082630,CJ Anderson,41,24
1082630,DA Warner,30,21
1082630,KK Nair,39,20
1082630,KS Williamson,24,24
1082630,MC Henriques,25,18
1082630,RR Pant,34,20
1082630,S Dhawan,28,17
1082630,SS Iyer,33,25
1082630,SV Samson,24,19
1082630,Yuvraj Singh,70,41
1082631,AM Rahane,11,9
1082631,BA Stokes,14,15
1082631,C de Grandhomme,36,19
1082631,CR Woakes,1,3
1082631,DT Christian,9,10
1082631,G Gambhir,24,19
1082631,MK Pandey,37,32
1082631,MK Tiwary,8,9
1082631,MS Dhoni,5,9
1082631,NM Coulter-Nile,6,5
1082631,RA Tripathi,93,52
1082631,SA Yadav,30,16
1082631,SP Jackson,10,9
1082631,SP Narine,0,6
1082631,SPD Smith,9,9
1082631,UT Yadav,2,2
1082631,Washington Sundar,1,3
1082631,YK Pathan,4,9
1082632,AJ Finch,27,19
1082632,BB McCullum,1,3
1082632,CJ Anderson,18,12
1082632,DR Smith,9,4
1082632,Ishan Kishan,4,6
1082632,JP Faulkner,1,3
1082632,KD Karthik,65,34
1082632,KK Nair,12,11
1082632,PJ Sangwan,1,1
1082632,RA Jadeja,18,7
1082632,RR Pant,97,43
1082632,SK Raina,77,43
1082632,SS Iyer,14,8
1082632,SV Samson,61,31
1082633,A Choudhary,4,6
1082633,AB de Villiers,10,6
1082633,AR Patel,38,17
1082633,CH Gayle,0,2
1082633,GJ Maxwell,6,11
1082633,HM Amla,1,3
1082633,KM Jadhav,6,6
1082633,M Vohra,25,28
1082633,MJ Guptill,9,10
1082633,MM Sharma,6,4
1082633,Mandeep Singh,46,40
1082633,P Negi,21,23
1082633,S Aravind,4,6
1082633,S Badree,8,9
1082633,SE Marsh,20,17
1082633,SR Watson,3,6
1082633,V Kohli,6,6
1082633,VR Aaron,0,5
1082633,WP Saha,21,25
1082633,YS Chahal,4,4
1082634,AM Rahane,22,20
1082634,B Kumar,0,1
1082634,BA Stokes,39,25
1082634,Bipul Sharma,8,7
1082634,DA Warner,40,34
1082634,DT Christian,4,2
1082634,KS Williamson,4,2
1082634,MC Henriques,4,6
1082634,MK Tiwary,9,5
1082634,MS Dhoni,31,21
1082634,NV Ojha,9,9
1082634,RA Tripathi,1,4
1082634,Rashid Khan,3,4
1082634,S Dhawan,19,12
1082634,S Kaul,0,2
1082634,SN Thakur,0,1
1082634,SPD Smith,34,39
1082634,Washington Sundar,1,3
1082634,Yuvraj Singh,47,43
1082635,A Mishra,9,14
1082635,CJ Anderson,10,8
1082635,HH Pandya,29,14
1082635,K Rabada,0,5
1082635,KA Pollard,63,35
1082635,KK Nair,21,15
1082635,LMP Simmons,66,43
1082635,MN Samuels,1,5
1082635,Mohammed Shami,7,4
1082635,PA Patel,25,22
1082635,PJ Cummins,10,10
1082635,RG Sharma,10,6
1082635,RR Pant,0,3
1082635,SS Iyer,3,6
1082635,SV Samson,0,1
1082635,Z Khan,2,11
1082636,AB de Villiers,10,8
1082636,C de Grandhomme,31,28
1082636,CA Lynn,50,22
1082636,CH Gayle,0,1
1082636,G Gambhir,14,16
1082636,KM Jadhav,8,9
1082636,MK Pandey,4,3
1082636,Mandeep Singh,52,43
1082636,P Negi,5,3
1082636,SP Narine,54,17
1082636,TM Head,75,47
1082636,V Kohli,5,9
1082636,YK Pathan,0,5
1082637,AJ Finch,2,2
1082637,AR Patel,2,1
1082637,DR Smith,74,39
1082637,GJ Maxwell,20,11
1082637,HM Amla,104,60
1082637,Ishan Kishan,29,24
1082637,KD Karthik,35,23
1082637,MJ Guptill,2,5
1082637,RA Jadeja,7,6
1082637,SE Marsh,58,43
1082637,SK Raina,39,25
1082638,DA Warner,6,6
1082638,HH Pandya,15,24
1082638,Harbhajan Singh,1,3
1082638,KA Pollard,5,9
1082638,KV Sharma,5,5
1082638,LMP Simmons,1,5
1082638,MC Henriques,44,35
1082638,MJ McClenaghan,2,1
1082638,N Rana,9,11
1082638,PA Patel,23,17
1082638,RG Sharma,67,45
1082638,S Dhawan,62,46
1082638,V Shankar,15,12
1082638,Yuvraj Singh,9,11
1082639,AR Patel,8,10
1082639,C de Grandhomme,11,7
1082639,CA Lynn,84,52
1082639,CR Woakes,8,6
1082639,G Gambhir,8,18
1082639,GJ Maxwell,44,25
1082639,M Vohra,25,16
1082639,MJ Guptill,12,16
1082639,MK Pandey,18,23
1082639,R Tewatia,15,8
1082639,RV Uthappa,0,1
1082639,SE Marsh,11,10
1082639,SP Narine,18,10
1082639,Swapnil Singh,2,2
1082639,WP Saha,38,33
1082639,YK Pathan,2,3
1082640,A Mishra,8,2
1082640,AJ Finch,69,39
1082640,CJ Anderson,6,6
1082640,CR Brathwaite,11,10
1082640,DR Smith,8,8
1082640,Ishan Kishan,34,25
1082640,JP Faulkner,14,8
1082640,KD Karthik,40,28
1082640,KK Nair,30,15
1082640,MN Samuels,1,4
1082640,Mohammed Shami,4,2
1082640,PJ Cummins,24,13
1082640,RA Jadeja,13,7
1082640,RR Pant,4,2
1082640,SK Raina,6,5
1082640,SS Iyer,96,57
1082640,SV Samson,10,7
1082641,AR Patel,19,13
1082641,GJ Maxwell,47,21
1082641,HH Pandya,30,13
1082641,Harbhajan Singh,2,4
1082641,KA Pollard,50,24
1082641,KV Sharma,19,6
1082641,LMP Simmons,59,32
1082641,MJ Guptill,36,18
1082641,N Rana,12,12
1082641,PA Patel,38,23
1082641,RG Sharma,5,7
1082641,SE Marsh,25,16
1082641,WP Saha,93,55
1082642,A Mishra,13,9
1082642,AM Rahane,0,1
1082642,BA Stokes,33,25
1082642,CJ Anderson,3,5
1082642,DT Christian,3,3
1082642,KK Nair,64,45
1082642,MK Tiwary,60,45
1082642,MN Samuels,27,21
1082642,MS Dhoni,5,5
1082642,Mohammed Shami,2,4
1082642,PJ Cummins,11,6
1082642,RA Tripathi,7,6
1082642,RR Pant,36,22
1082642,SPD Smith,38,32
1082642,SS Iyer,3,4
1082642,SV Samson,2,4
1082642,Washington Sundar,5,3
1082643,AJ Finch,2,3
1082643,Ankit Soni,0,6
1082643,DA Warner,69,52
1082643,DR Smith,54,33
1082643,Ishan Kishan,61,40
1082643,JP Faulkner,8,10
1082643,KD Karthik,0,1
1082643,MC Henriques,4,2
1082643,MM Patel,0,1
1082643,P Kumar,1,2
1082643,PJ Sangwan,0,1
1082643,RA Jadeja,20,14
1082643,S Dhawan,18,11
1082643,SK Raina,2,5
1082643,V Shankar,63,44
1082644,AT Rayudu,63,37
1082644,C de Grandhomme,29,16
1082644,CA Lynn,26,14
1082644,G Gambhir,21,16
1082644,HH Pandya,1,2
1082644,KA Pollard,13,11
1082644,KH Pandya,0,1
1082644,Kuldeep Yadav,16,15
1082644,LMP Simmons,0,5
1082644,MK Pandey,33,33
1082644,RG Sharma,27,21
1082644,RV Uthappa,2,4
1082644,SP Narine,0,4
1082644,SS Tiwary,52,43
1082644,TA Boult,5,8
1082644,UT Yadav,4,4
1082644,YK Pathan,20,7
1082645,AM Rahane,34,34
1082645,AR Patel,22,20
1082645,EJG Morgan,4,4
1082645,GJ Maxwell,0,3
1082645,I Sharma,1,5
1082645,MJ Guptill,0,1
1082645,MM Sharma,6,12
1082645,R Tewatia,4,3
1082645,RA Tripathi,28,20
1082645,SE Marsh,10,13
1082645,SPD Smith,15,18
1082645,Swapnil Singh,10,17
1082645,WP Saha,13,17
1082646,A Mishra,7,4
1082646,CH Gayle,48,38
1082646,CJ Anderson,3,9
1082646,KK Nair,26,22
1082646,KM Jadhav,12,9
1082646,MN Samuels,0,1
1082646,Mohammed Shami,21,9
1082646,P Negi,13,5
1082646,PJ Cummins,7,3
1082646,RR Pant,45,34
1082646,S Nadeem,2,6
1082646,SR Watson,4,4
1082646,SS Iyer,32,30
1082646,SV Samson,0,2
1082646,Sachin Baby,12,8
1082646,TM Head,2,2
1082646,V Kohli,58,45
1082646,Vishnu Vinod,3,9
1082646,Z Khan,1,1
1082647,AM Rahane,56,43
1082647,AT Rayudu,0,3
1082647,HH Pandya,14,10
1082647,JJ Bumrah,16,11
1082647,KA Pollard,7,10
1082647,KH Pandya,15,11
1082647,KV Sharma,4,7
1082647,LMP Simmons,5,13
1082647,MJ McClenaghan,12,11
1082647,MK Tiwary,58,48
1082647,MS Dhoni,40,26
1082647,PA Patel,52,40
1082647,RA Tripathi,0,2
1082647,RG Sharma,1,2
1082647,SL Malinga,7,2
1082647,SPD Smith,1,2
1082648,Bipul Sharma,2,3
1082648,CA Lynn,6,2
1082648,CJ Jordan,0,1
1082648,DA Warner,37,35
1082648,G Gambhir,32,19
1082648,IR Jaggi,5,8
1082648,KS Williamson,24,26
1082648,NV Ojha,16,16
1082648,RV Uthappa,1,2
1082648,S Dhawan,11,13
1082648,V Shankar,22,17
1082648,YK Pathan,0,1
1082648,Yuvraj Singh,9,9
1082649,AS Rajpoot,4,7
1082649,AT Rayudu,6,11
1082649,C de Grandhomme,0,1
1082649,CA Lynn,4,8
1082649,G Gambhir,12,15
1082649,IR Jaggi,28,31
1082649,KA Pollard,9,7
1082649,KH Pandya,45,30
1082649,LMP Simmons,3,6
1082649,NM Coulter-Nile,6,4
1082649,PA Patel,14,9
1082649,PP Chawla,2,6
1082649,RG Sharma,26,24
1082649,RV Uthappa,1,3
1082649,SA Yadav,31,25
1082649,SP Narine,10,10
1082649,UT Yadav,2,3
1082650,AM Rahane,44,38
1082650,AT Rayudu,12,15
1082650,DT Christian,4,2
1082650,HH Pandya,10,9
1082650,KA Pollard,7,3
1082650,KH Pandya,47,38
1082650,KV Sharma,1,5
1082650,LMP Simmons,3,8
1082650,MG Johnson,13,14
1082650,MK Tiwary,7,8
1082650,MS Dhoni,10,13
1082650,PA Patel,4,6
1082650,RA Tripathi,3,8
1082650,RG Sharma,24,22
1082650,SPD Smith,51,50
1082650,Washington Sundar,0,1
1136561,AT Rayudu,22,19
1136561,DJ Bravo,68,30
1136561,DL Chahar,0,1
1136561,E Lewis,0,2
1136561,HH Pandya,22,20
1136561,Harbhajan Singh,8,5
1136561,Imran Tahir,2,2
1136561,Ishan Kishan,40,29
1136561,KH Pandya,41,22
1136561,KM Jadhav,24,22
1136561,MA Wood,1,3
1136561,MS Dhoni,5,5
1136561,RA Jadeja,12,13
1136561,RG Sharma,15,18
1136561,SA Yadav,43,29
1136561,SK Raina,4,6
1136561,SR Watson,16,14
1136562,C Munro,4,6
1136562,CH Morris,27,16
1136562,DA Miller,24,23
1136562,DT Christian,13,13
1136562,G Gambhir,55,42
1136562,KK Nair,50,33
1136562,KL Rahul,51,16
1136562,MA Agarwal,7,5
1136562,MP Stoinis,22,15
1136562,R Tewatia,9,7
1136562,RR Pant,28,13
1136562,SS Iyer,11,11
1136562,V Shankar,13,13
1136562,Yuvraj Singh,12,22
1136563,AB de Villiers,44,23
1136563,AD Russell,15,11
1136563,BB McCullum,43,27
1136563,CA Lynn,5,8
1136563,CR Woakes,5,5
1136563,KD Karthik,35,29
1136563,Mandeep Singh,37,18
1136563,N Rana,34,25
1136563,Q de Kock,4,4
1136563,R Vinay Kumar,6,3
1136563,RK Singh,6,6
1136563,RV Uthappa,13,12
1136563,SN Khan,6,10
1136563,SP Narine,50,19
1136563,V Kohli,31,33
1136564,AM Rahane,13,13
1136564,B Laughlin,1,3
1136564,BA Stokes,5,8
1136564,DJM Short,4,4
1136564,DS Kulkarni,3,4
1136564,JC Buttler,6,9
1136564,JD Unadkat,1,2
1136564,K Gowtham,0,2
1136564,KS Williamson,36,35
1136564,RA Tripathi,17,15
1136564,S Dhawan,78,57
1136564,S Gopal,18,18
1136564,SV Samson,49,42
1136564,WP Saha,5,5
1136565,AD Russell,88,36
1136565,AT Rayudu,39,26
1136565,CA Lynn,22,16
1136565,DJ Bravo,11,5
1136565,KD Karthik,26,25
1136565,MS Dhoni,25,28
1136565,N Rana,16,14
1136565,RA Jadeja,11,7
1136565,RK Singh,2,4
1136565,RV Uthappa,29,16
1136565,SK Raina,14,12
1136565,SP Narine,12,4
1136565,SR Watson,42,19
1136565,SW Billings,56,23
1136565,TK Curran,2,5
1136566,AM Rahane,45,40
1136566,BA Stokes,16,12
1136566,CH Morris,17,7
1136566,DJM Short,6,3
1136566,GJ Maxwell,17,12
1136566,JC Buttler,29,18
1136566,K Gowtham,2,1
1136566,RA Tripathi,15,11
1136566,RR Pant,20,14
1136566,SV Samson,37,22
1136566,V Shankar,3,3
1136567,B Stanlake,5,2
1136567,BCJ Cutting,9,9
1136567,DJ Hooda,32,25
1136567,E Lewis,29,17
1136567,Ishan Kishan,9,9
1136567,JJ Bumrah,4,5
1136567,KA Pollard,28,23
1136567,KH Pandya,15,10
1136567,KS Williamson,6,4
1136567,M Markande,6,3
1136567,MK Pandey,11,8
1136567,PJ Sangwan,0,4
1136567,RG Sharma,11,10
1136567,Rashid Khan,0,1
1136567,S Dhawan,45,28
1136567,S Kaul,0,4
1136567,SA Yadav,28,31
1136567,Sandeep Sharma,0,2
1136567,Shakib Al Hasan,12,12
1136567,WP Saha,22,20
1136567,YK Pathan,14,14
1136568,AB de Villiers,57,40
1136568,AJ Finch,0,1
1136568,AJ Tye,7,7
1136568,AR Patel,2,3
1136568,BB McCullum,0,1
1136568,CR Woakes,1,2
1136568,KK Nair,29,26
1136568,KL Rahul,47,30
1136568,MA Agarwal,15,11
1136568,MM Sharma,1,2
1136568,MP Stoinis,11,9
1136568,Mandeep Singh,22,19
1136568,Mujeeb Ur Rahman,0,2
1136568,Q de Kock,45,34
1136568,R Ashwin,33,21
1136568,SN Khan,0,1
1136568,V Kohli,21,16
1136568,Washington Sundar,9,4
1136568,Yuvraj Singh,4,4
1136569,A Dananjaya,4,5
1136569,E Lewis,48,28
1136569,G Gambhir,15,16
1136569,GJ Maxwell,13,6
1136569,HH Pandya,2,3
1136569,Ishan Kishan,44,23
1136569,JJ Roy,91,53
1136569,KA Pollard,0,1
1136569,KH Pandya,11,10
1136569,M Markande,4,3
1136569,RG Sharma,18,15
1136569,RR Pant,47,25
1136569,SA Yadav,53,32
1136569,SS Iyer,27,20
1136570,AD Russell,9,5
1136570,CA Lynn,49,34
1136570,DJ Hooda,5,9
1136570,KD Karthik,29,27
1136570,KS Williamson,50,44
1136570,MG Johnson,4,5
1136570,MK Pandey,4,11
1136570,N Rana,18,16
1136570,RV Uthappa,3,8
1136570,S Dhawan,7,7
1136570,SP Narine,9,10
1136570,Shakib Al Hasan,27,21
1136570,Shivam Mavi,7,8
1136570,Shubman Gill,3,9
1136570,WP Saha,24,15
1136570,YK Pathan,17,7
1136571,AB de Villiers,20,18
1136571,AM Rahane,36,20
1136571,BA Stokes,27,21
1136571,BB McCullum,4,4
1136571,CR Woakes,0,1
1136571,DJM Short,11,17
1136571,JC Buttler,23,14
1136571,Mandeep Singh,47,25
1136571,P Negi,3,4
1136571,Q de Kock,26,19
1136571,RA Tripathi,14,5
1136571,SV Samson,92,45
1136571,V Kohli,57,30
1136571,Washington Sundar,35,19
1136572,AJ Finch,0,1
1136572,AJ Tye,3,4
1136572,AT Rayudu,49,35
1136572,CH Gayle,63,33
1136572,DJ Bravo,1,1
1136572,KK Nair,29,17
1136572,KL Rahul,37,22
1136572,M Vijay,12,10
1136572,MA Agarwal,30,19
1136572,MS Dhoni,79,44
1136572,R Ashwin,14,11
1136572,RA Jadeja,19,13
1136572,SR Watson,11,9
1136572,SW Billings,9,8
1136572,Yuvraj Singh,20,13
1136573,AD Russell,41,12
1136573,CA Lynn,31,29
1136573,CH Morris,2,3
1136573,G Gambhir,8,7
1136573,GJ Maxwell,47,22
1136573,JJ Roy,1,3
1136573,KD Karthik,19,10
1136573,Mohammed Shami,7,6
1136573,N Rana,59,35
1136573,PP Chawla,0,3
1136573,R Tewatia,1,2
1136573,RR Pant,43,26
1136573,RV Uthappa,35,19
1136573,S Nadeem,6,8
1136573,SP Narine,1,4
1136573,SS Iyer,4,3
1136573,Shubman Gill,6,5
1136573,TA Boult,0,2
1136573,TK Curran,2,3
1136573,V Shankar,2,4
1136574,AB de Villiers,1,2
1136574,CJ Anderson,0,1
1136574,CR Woakes,11,11
1136574,E Lewis,65,42
1136574,HH Pandya,17,5
1136574,Ishan Kishan,0,1
1136574,KA Pollard,5,7
1136574,KH Pandya,15,12
1136574,MJ McClenaghan,0,0
1136574,Mandeep Singh,16,14
1136574,Mohammed Siraj,8,3
1136574,Q de Kock,19,12
1136574,RG Sharma,94,52
1136574,SA Yadav,0,1
1136574,SN Khan,5,6
1136574,UT Yadav,1,2
1136574,V Kohli,92,62
1136574,Washington Sundar,7,8
1136575,AM Rahane,36,19
1136575,BA Stokes,14,11
1136575,CA Lynn,0,2
1136575,DJM Short,44,43
1136575,DS Kulkarni,3,3
1136575,JC Buttler,24,18
1136575,K Gowtham,12,7
1136575,KD Karthik,42,23
1136575,N Rana,35,27
1136575,RA Tripathi,15,11
1136575,RV Uthappa,48,36
1136575,S Gopal,0,1
1136575,SP Narine,35,25
1136575,SV Samson,7,8
1136576,AJ Finch,14,6
1136576,CH Gayle,104,63
1136576,DJ Hooda,5,5
1136576,KK Nair,31,21
1136576,KL Rahul,18,21
1136576,KS Williamson,54,41
1136576,MA Agarwal,18,9
1136576,MK Pandey,57,42
1136576,S Dhawan,0,1
1136576,Shakib Al Hasan,24,12
1136576,WP Saha,6,7
1136576,YK Pathan,19,13
1136577,AM Rahane,16,11
1136577,AT Rayudu,12,8
1136577,B Laughlin,0,1
1136577,BA Stokes,45,37
1136577,DJ Bravo,24,16
1136577,H Klaasen,7,7
1136577,JC Buttler,22,17
1136577,JD Unadkat,16,10
1136577,K Gowtham,1,2
1136577,MS Dhoni,5,3
1136577,RA Jadeja,2,1
1136577,RA Tripathi,5,5
1136577,S Gopal,8,10
1136577,SK Raina,46,29
1136577,SR Watson,106,57
1136577,STR Binny,10,8
1136577,SV Samson,2,3
1136577,SW Billings,3,7
1136578,AD Russell,10,7
1136578,CA Lynn,74,41
1136578,CH Gayle,62,38
1136578,KD Karthik,43,28
1136578,KL Rahul,60,27
1136578,MA Agarwal,2,2
1136578,N Rana,3,5
1136578,PP Chawla,2,2
1136578,RV Uthappa,34,23
1136578,SP Narine,1,4
1136578,Shubman Gill,14,8
1136578,TK Curran,1,3
1136579,AB de Villiers,90,39
1136579,CJ Anderson,15,13
1136579,G Gambhir,3,10
1136579,GJ Maxwell,4,6
1136579,JJ Roy,5,16
1136579,M Vohra,2,5
1136579,Mandeep Singh,17,9
1136579,Q de Kock,18,16
1136579,R Tewatia,13,9
1136579,RR Pant,85,48
1136579,SS Iyer,52,31
1136579,V Kohli,30,26
1136580,AT Rayudu,79,37
1136580,DJ Hooda,1,7
1136580,F du Plessis,11,13
1136580,KS Williamson,84,51
1136580,MK Pandey,0,2
1136580,MS Dhoni,25,12
1136580,RK Bhui,0,5
1136580,Rashid Khan,17,4
1136580,SK Raina,54,43
1136580,SR Watson,9,15
1136580,Shakib Al Hasan,24,19
1136580,WP Saha,5,5
